league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
German Bundesliga,2024-02-17T14:30Z,1. FC Heidenheim 1846,Bayer Leverkusen,Bayer Leverkusen,1.0,2.0,1.0 - 2.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-02-10T14:30Z,Werder Bremen,1. FC Heidenheim 1846,1. FC Heidenheim 1846,1.0,2.0,1.0 - 2.0,wohninvest WESERSTADION,41000,5400.0 + 480.0
German Bundesliga,2024-02-02T19:30Z,1. FC Heidenheim 1846,Borussia Dortmund,Draw,0.0,0.0,0.0 - 0.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-01-27T14:30Z,TSG Hoffenheim,1. FC Heidenheim 1846,Draw,1.0,1.0,1.0 - 1.0,PreZero Arena,20120,5400.0 + 420.0
German Bundesliga,2024-01-20T14:30Z,1. FC Heidenheim 1846,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-01-13T14:30Z,FC Cologne,1. FC Heidenheim 1846,Draw,1.0,1.0,1.0 - 1.0,RheinEnergieStadion,50000,5400.0 + 240.0
German Bundesliga,2023-12-20T19:30Z,1. FC Heidenheim 1846,SC Freiburg,1. FC Heidenheim 1846,3.0,2.0,3.0 - 2.0,Voith-Arena,15000,5400.0 + 480.0
German Bundesliga,2023-12-16T14:30Z,Mainz,1. FC Heidenheim 1846,1. FC Heidenheim 1846,0.0,1.0,0.0 - 1.0,MEWA ARENA,27200,5400.0 + 360.0
German Bundesliga,2023-12-09T14:30Z,1. FC Heidenheim 1846,SV Darmstadt 98,1. FC Heidenheim 1846,3.0,2.0,3.0 - 2.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-12-02T14:30Z,RB Leipzig,1. FC Heidenheim 1846,RB Leipzig,2.0,1.0,2.0 - 1.0,Red Bull Arena,44887,5400.0 + 420.0
German Bundesliga,2023-11-26T14:30Z,1. FC Heidenheim 1846,VfL Bochum,Draw,0.0,0.0,0.0 - 0.0,Voith-Arena,15000,5400.0 + 240.0
German Bundesliga,2023-11-11T14:30Z,Bayern Munich,1. FC Heidenheim 1846,Bayern Munich,4.0,2.0,4.0 - 2.0,Allianz Arena,75000,5400.0 + 360.0
German Bundesliga,2023-11-05T16:30Z,1. FC Heidenheim 1846,VfB Stuttgart,1. FC Heidenheim 1846,2.0,0.0,2.0 - 0.0,Voith-Arena,15000,5400.0 + 240.0
German Bundesliga,2023-10-28T13:30Z,Borussia Monchengladbach,1. FC Heidenheim 1846,Borussia Monchengladbach,2.0,1.0,2.0 - 1.0,Borussia-Park,51541,5400.0 + 420.0
German Bundesliga,2023-10-22T15:30Z,1. FC Heidenheim 1846,FC Augsburg,FC Augsburg,2.0,5.0,2.0 - 5.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-10-08T17:30Z,Eintracht Frankfurt,1. FC Heidenheim 1846,Eintracht Frankfurt,2.0,0.0,2.0 - 0.0,Deutsche Bank Park,55800,5400.0 + 300.0
German Bundesliga,2023-09-30T13:30Z,1. FC Heidenheim 1846,1. FC Union Berlin,1. FC Heidenheim 1846,1.0,0.0,1.0 - 0.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-09-24T13:30Z,Bayer Leverkusen,1. FC Heidenheim 1846,Bayer Leverkusen,4.0,1.0,4.0 - 1.0,BayArena,29557,5400.0 + 360.0
German Bundesliga,2023-09-17T13:30Z,1. FC Heidenheim 1846,Werder Bremen,1. FC Heidenheim 1846,4.0,2.0,4.0 - 2.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-09-01T18:30Z,Borussia Dortmund,1. FC Heidenheim 1846,Draw,2.0,2.0,2.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 720.0
German Bundesliga,2023-08-26T13:30Z,1. FC Heidenheim 1846,TSG Hoffenheim,TSG Hoffenheim,2.0,3.0,2.0 - 3.0,Voith-Arena,15000,5400.0 + 420.0
German Bundesliga,2023-08-19T13:30Z,VfL Wolfsburg,1. FC Heidenheim 1846,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,22620,5400.0 + 360.0
German Bundesliga,2024-05-04T13:30Z,VfB Stuttgart,Bayern Munich,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,60000,5400.0 + 300.0
German Bundesliga,2024-04-27T16:30Z,Bayer Leverkusen,VfB Stuttgart,Draw,2.0,2.0,2.0 - 2.0,BayArena,30210,5400.0 + 480.0
German Bundesliga,2024-04-21T13:30Z,Werder Bremen,VfB Stuttgart,Werder Bremen,2.0,1.0,2.0 - 1.0,wohninvest WESERSTADION,42100,5400.0 + 660.0
German Bundesliga,2024-04-13T16:30Z,VfB Stuttgart,Eintracht Frankfurt,VfB Stuttgart,3.0,0.0,3.0 - 0.0,MHPArena,60000,5400.0 + 240.0
German Bundesliga,2024-04-06T16:30Z,Borussia Dortmund,VfB Stuttgart,VfB Stuttgart,0.0,1.0,0.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 600.0
German Bundesliga,2024-03-31T15:30Z,VfB Stuttgart,1. FC Heidenheim 1846,Draw,3.0,3.0,3.0 - 3.0,MHPArena,60000,5400.0 + 540.0
German Bundesliga,2024-03-16T17:30Z,TSG Hoffenheim,VfB Stuttgart,VfB Stuttgart,0.0,3.0,0.0 - 3.0,PreZero Arena,30150,5400.0 + 240.0
German Bundesliga,2024-03-08T19:30Z,VfB Stuttgart,1. FC Union Berlin,VfB Stuttgart,2.0,0.0,2.0 - 0.0,MHPArena,53800,5400.0 + 300.0
German Bundesliga,2024-03-02T17:30Z,VfL Wolfsburg,VfB Stuttgart,VfB Stuttgart,2.0,3.0,2.0 - 3.0,Volkswagen Arena,28917,5400.0 + 480.0
German Bundesliga,2024-02-24T14:30Z,VfB Stuttgart,FC Cologne,Draw,1.0,1.0,1.0 - 1.0,MHPArena,54500,5400.0 + 360.0
German Bundesliga,2024-02-17T14:30Z,SV Darmstadt 98,VfB Stuttgart,VfB Stuttgart,1.0,2.0,1.0 - 2.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 540.0
German Bundesliga,2024-02-11T14:30Z,VfB Stuttgart,Mainz,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,52500,5400.0 + 300.0
German Bundesliga,2024-02-03T14:30Z,SC Freiburg,VfB Stuttgart,VfB Stuttgart,1.0,3.0,1.0 - 3.0,Europa-Park Stadion,34700,5400.0 + 600.0
German Bundesliga,2024-01-27T14:30Z,VfB Stuttgart,RB Leipzig,VfB Stuttgart,5.0,2.0,5.0 - 2.0,MHPArena,52100,5400.0 + 360.0
German Bundesliga,2024-01-20T14:30Z,VfL Bochum,VfB Stuttgart,VfL Bochum,1.0,0.0,1.0 - 0.0,Vonovia Ruhrstadion,26000,5400.0 + 480.0
German Bundesliga,2024-01-14T16:30Z,Borussia Monchengladbach,VfB Stuttgart,Borussia Monchengladbach,3.0,1.0,3.0 - 1.0,Borussia-Park,53429,5400.0 + 360.0
German Bundesliga,2023-12-20T19:30Z,VfB Stuttgart,FC Augsburg,VfB Stuttgart,3.0,0.0,3.0 - 0.0,MHPArena,53600,5400.0 + 240.0
German Bundesliga,2023-12-17T18:30Z,Bayern Munich,VfB Stuttgart,Bayern Munich,3.0,0.0,3.0 - 0.0,Allianz Arena,75000,5400.0 + 180.0
German Bundesliga,2023-12-10T14:30Z,VfB Stuttgart,Bayer Leverkusen,Draw,1.0,1.0,1.0 - 1.0,MHPArena,54500,5400.0 + 360.0
German Bundesliga,2023-12-02T17:30Z,VfB Stuttgart,Werder Bremen,VfB Stuttgart,2.0,0.0,2.0 - 0.0,MHPArena,54500,5400.0 + 360.0
German Bundesliga,2023-11-25T17:30Z,Eintracht Frankfurt,VfB Stuttgart,VfB Stuttgart,1.0,2.0,1.0 - 2.0,Deutsche Bank Park,58000,5400.0 + 420.0
German Bundesliga,2023-11-11T14:30Z,VfB Stuttgart,Borussia Dortmund,VfB Stuttgart,2.0,1.0,2.0 - 1.0,MHPArena,55000,5400.0 + 360.0
German Bundesliga,2023-11-05T16:30Z,1. FC Heidenheim 1846,VfB Stuttgart,1. FC Heidenheim 1846,2.0,0.0,2.0 - 0.0,Voith-Arena,15000,5400.0 + 240.0
German Bundesliga,2023-10-28T13:30Z,VfB Stuttgart,TSG Hoffenheim,TSG Hoffenheim,2.0,3.0,2.0 - 3.0,MHPArena,53200,5400.0 + 480.0
German Bundesliga,2023-10-21T13:30Z,1. FC Union Berlin,VfB Stuttgart,VfB Stuttgart,0.0,3.0,0.0 - 3.0,An der alten Försterei,22012,5400.0 + 360.0
German Bundesliga,2023-10-07T13:30Z,VfB Stuttgart,VfL Wolfsburg,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,52000,5400.0 + 480.0
German Bundesliga,2023-09-30T13:30Z,FC Cologne,VfB Stuttgart,VfB Stuttgart,0.0,2.0,0.0 - 2.0,RheinEnergieStadion,50000,5400.0 + 360.0
German Bundesliga,2023-09-22T18:30Z,VfB Stuttgart,SV Darmstadt 98,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,54000,5400.0 + 420.0
German Bundesliga,2023-09-16T13:30Z,Mainz,VfB Stuttgart,VfB Stuttgart,1.0,3.0,1.0 - 3.0,MEWA ARENA,30500,5400.0 + 420.0
German Bundesliga,2023-09-02T13:30Z,VfB Stuttgart,SC Freiburg,VfB Stuttgart,5.0,0.0,5.0 - 0.0,MHPArena,54300,5400.0 + 180.0
German Bundesliga,2023-08-25T18:30Z,RB Leipzig,VfB Stuttgart,RB Leipzig,5.0,1.0,5.0 - 1.0,Red Bull Arena,46084,5400.0 + 360.0
German Bundesliga,2023-08-19T13:30Z,VfB Stuttgart,VfL Bochum,VfB Stuttgart,5.0,0.0,5.0 - 0.0,MHPArena,53000,5400.0 + 60.0
German Bundesliga,2024-05-04T13:30Z,Werder Bremen,Borussia Monchengladbach,Draw,2.0,2.0,2.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 300.0
German Bundesliga,2024-04-27T13:30Z,FC Augsburg,Werder Bremen,Werder Bremen,0.0,3.0,0.0 - 3.0,WWK Arena,30660,5400.0 + 360.0
German Bundesliga,2024-04-21T13:30Z,Werder Bremen,VfB Stuttgart,Werder Bremen,2.0,1.0,2.0 - 1.0,wohninvest WESERSTADION,42100,5400.0 + 660.0
German Bundesliga,2024-04-14T15:30Z,Bayer Leverkusen,Werder Bremen,Bayer Leverkusen,5.0,0.0,5.0 - 0.0,BayArena,30210,5400.0 + 60.0
German Bundesliga,2024-04-05T18:30Z,Eintracht Frankfurt,Werder Bremen,Draw,1.0,1.0,1.0 - 1.0,Deutsche Bank Park,58000,5400.0 + 540.0
German Bundesliga,2024-03-30T14:30Z,Werder Bremen,VfL Wolfsburg,VfL Wolfsburg,0.0,2.0,0.0 - 2.0,wohninvest WESERSTADION,41500,5400.0 + 300.0
German Bundesliga,2024-03-16T14:30Z,1. FC Union Berlin,Werder Bremen,1. FC Union Berlin,2.0,1.0,2.0 - 1.0,An der alten Försterei,22012,5400.0 + 600.0
German Bundesliga,2024-03-09T17:30Z,Werder Bremen,Borussia Dortmund,Borussia Dortmund,1.0,2.0,1.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 360.0
German Bundesliga,2024-03-03T16:30Z,TSG Hoffenheim,Werder Bremen,TSG Hoffenheim,2.0,1.0,2.0 - 1.0,PreZero Arena,25000,5400.0 + 420.0
German Bundesliga,2024-02-24T14:30Z,Werder Bremen,SV Darmstadt 98,Draw,1.0,1.0,1.0 - 1.0,wohninvest WESERSTADION,42358,5400.0 + 540.0
German Bundesliga,2024-02-16T19:30Z,FC Cologne,Werder Bremen,Werder Bremen,0.0,1.0,0.0 - 1.0,RheinEnergieStadion,50000,5400.0 + 600.0
German Bundesliga,2024-02-10T14:30Z,Werder Bremen,1. FC Heidenheim 1846,1. FC Heidenheim 1846,1.0,2.0,1.0 - 2.0,wohninvest WESERSTADION,41000,5400.0 + 480.0
German Bundesliga,2024-02-03T14:30Z,Mainz,Werder Bremen,Werder Bremen,0.0,1.0,0.0 - 1.0,MEWA ARENA,31800,5400.0 + 420.0
German Bundesliga,2024-01-27T14:30Z,Werder Bremen,SC Freiburg,Werder Bremen,3.0,1.0,3.0 - 1.0,wohninvest WESERSTADION,41500,5400.0 + 360.0
German Bundesliga,2024-01-21T14:30Z,Bayern Munich,Werder Bremen,Werder Bremen,0.0,1.0,0.0 - 1.0,Allianz Arena,75000,5400.0 + 360.0
German Bundesliga,2024-01-14T14:30Z,VfL Bochum,Werder Bremen,Draw,1.0,1.0,1.0 - 1.0,Vonovia Ruhrstadion,26000,5400.0 + 420.0
German Bundesliga,2023-12-19T17:30Z,Werder Bremen,RB Leipzig,Draw,1.0,1.0,1.0 - 1.0,wohninvest WESERSTADION,41000,5400.0 + 360.0
German Bundesliga,2023-12-15T19:30Z,Borussia Monchengladbach,Werder Bremen,Draw,2.0,2.0,2.0 - 2.0,Borussia-Park,50660,5400.0 + 300.0
German Bundesliga,2023-12-09T14:30Z,Werder Bremen,FC Augsburg,Werder Bremen,2.0,0.0,2.0 - 0.0,wohninvest WESERSTADION,41000,5400.0 + 300.0
German Bundesliga,2023-12-02T17:30Z,VfB Stuttgart,Werder Bremen,VfB Stuttgart,2.0,0.0,2.0 - 0.0,MHPArena,54500,5400.0 + 360.0
German Bundesliga,2023-11-25T14:30Z,Werder Bremen,Bayer Leverkusen,Bayer Leverkusen,0.0,3.0,0.0 - 3.0,wohninvest WESERSTADION,42100,5400.0 + 240.0
German Bundesliga,2023-11-12T16:30Z,Werder Bremen,Eintracht Frankfurt,Draw,2.0,2.0,2.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 300.0
German Bundesliga,2023-11-05T14:30Z,VfL Wolfsburg,Werder Bremen,Draw,2.0,2.0,2.0 - 2.0,Volkswagen Arena,28917,5400.0 + 360.0
German Bundesliga,2023-10-28T13:30Z,Werder Bremen,1. FC Union Berlin,Werder Bremen,2.0,0.0,2.0 - 0.0,wohninvest WESERSTADION,42100,5400.0 + 480.0
German Bundesliga,2023-10-20T18:30Z,Borussia Dortmund,Werder Bremen,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-10-07T16:30Z,Werder Bremen,TSG Hoffenheim,TSG Hoffenheim,2.0,3.0,2.0 - 3.0,wohninvest WESERSTADION,41000,5400.0 + 600.0
German Bundesliga,2023-10-01T13:30Z,SV Darmstadt 98,Werder Bremen,SV Darmstadt 98,4.0,2.0,4.0 - 2.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 360.0
German Bundesliga,2023-09-23T16:30Z,Werder Bremen,FC Cologne,Werder Bremen,2.0,1.0,2.0 - 1.0,wohninvest WESERSTADION,42100,5400.0 + 360.0
German Bundesliga,2023-09-17T13:30Z,1. FC Heidenheim 1846,Werder Bremen,1. FC Heidenheim 1846,4.0,2.0,4.0 - 2.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-09-02T13:30Z,Werder Bremen,Mainz,Werder Bremen,4.0,0.0,4.0 - 0.0,wohninvest WESERSTADION,41000,5400.0 + 300.0
German Bundesliga,2023-08-26T13:30Z,SC Freiburg,Werder Bremen,SC Freiburg,1.0,0.0,1.0 - 0.0,Europa-Park Stadion,34700,5400.0 + 480.0
German Bundesliga,2023-08-18T18:30Z,Werder Bremen,Bayern Munich,Bayern Munich,0.0,4.0,0.0 - 4.0,wohninvest WESERSTADION,42100,5400.0 + 360.0
German Bundesliga,2024-05-04T13:30Z,VfL Wolfsburg,SV Darmstadt 98,VfL Wolfsburg,3.0,0.0,3.0 - 0.0,Volkswagen Arena,23108,5400.0 + 300.0
German Bundesliga,2024-04-27T13:30Z,SC Freiburg,VfL Wolfsburg,VfL Wolfsburg,1.0,2.0,1.0 - 2.0,Europa-Park Stadion,32800,5400.0 + 600.0
German Bundesliga,2024-04-20T13:30Z,VfL Wolfsburg,VfL Bochum,VfL Wolfsburg,1.0,0.0,1.0 - 0.0,Volkswagen Arena,26327,5400.0 + 480.0
German Bundesliga,2024-04-13T13:30Z,RB Leipzig,VfL Wolfsburg,RB Leipzig,3.0,0.0,3.0 - 0.0,Red Bull Arena,45858,5400.0 + 360.0
German Bundesliga,2024-04-07T15:30Z,VfL Wolfsburg,Borussia Monchengladbach,Borussia Monchengladbach,1.0,3.0,1.0 - 3.0,Volkswagen Arena,26105,5400.0 + 360.0
German Bundesliga,2024-03-30T14:30Z,Werder Bremen,VfL Wolfsburg,VfL Wolfsburg,0.0,2.0,0.0 - 2.0,wohninvest WESERSTADION,41500,5400.0 + 300.0
German Bundesliga,2024-03-16T14:30Z,VfL Wolfsburg,FC Augsburg,FC Augsburg,1.0,3.0,1.0 - 3.0,Volkswagen Arena,21735,5400.0 + 240.0
German Bundesliga,2024-03-10T18:30Z,Bayer Leverkusen,VfL Wolfsburg,Bayer Leverkusen,2.0,0.0,2.0 - 0.0,BayArena,29314,5400.0 + 60.0
German Bundesliga,2024-03-02T17:30Z,VfL Wolfsburg,VfB Stuttgart,VfB Stuttgart,2.0,3.0,2.0 - 3.0,Volkswagen Arena,28917,5400.0 + 480.0
German Bundesliga,2024-02-25T14:30Z,Eintracht Frankfurt,VfL Wolfsburg,Draw,2.0,2.0,2.0 - 2.0,Deutsche Bank Park,56500,5400.0 + 720.0
German Bundesliga,2024-02-17T14:30Z,VfL Wolfsburg,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,Volkswagen Arena,28917,5400.0 + 540.0
German Bundesliga,2024-02-10T14:30Z,1. FC Union Berlin,VfL Wolfsburg,1. FC Union Berlin,1.0,0.0,1.0 - 0.0,An der alten Försterei,22000,5400.0 + 360.0
German Bundesliga,2024-02-04T14:30Z,VfL Wolfsburg,TSG Hoffenheim,Draw,2.0,2.0,2.0 - 2.0,Volkswagen Arena,22917,5400.0 + 420.0
German Bundesliga,2024-01-27T14:30Z,VfL Wolfsburg,FC Cologne,Draw,1.0,1.0,1.0 - 1.0,Volkswagen Arena,24525,5400.0 + 240.0
German Bundesliga,2024-01-20T14:30Z,1. FC Heidenheim 1846,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-01-13T14:30Z,Mainz,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,24000,5400.0 + 300.0
German Bundesliga,2023-12-20T19:30Z,VfL Wolfsburg,Bayern Munich,Bayern Munich,1.0,2.0,1.0 - 2.0,Volkswagen Arena,28917,5400.0 + 300.0
German Bundesliga,2023-12-16T14:30Z,SV Darmstadt 98,VfL Wolfsburg,VfL Wolfsburg,0.0,1.0,0.0 - 1.0,Merck-Stadion am Böllenfalltor,16900,5400.0 + 420.0
German Bundesliga,2023-12-09T14:30Z,VfL Wolfsburg,SC Freiburg,SC Freiburg,0.0,1.0,0.0 - 1.0,Volkswagen Arena,20146,5400.0 + 300.0
German Bundesliga,2023-12-02T14:30Z,VfL Bochum,VfL Wolfsburg,VfL Bochum,3.0,1.0,3.0 - 1.0,Vonovia Ruhrstadion,24350,5400.0 + 420.0
German Bundesliga,2023-11-25T14:30Z,VfL Wolfsburg,RB Leipzig,VfL Wolfsburg,2.0,1.0,2.0 - 1.0,Volkswagen Arena,25350,5400.0 + 360.0
German Bundesliga,2023-11-10T19:30Z,Borussia Monchengladbach,VfL Wolfsburg,Borussia Monchengladbach,4.0,0.0,4.0 - 0.0,Borussia-Park,45308,5400.0 + 180.0
German Bundesliga,2023-11-05T14:30Z,VfL Wolfsburg,Werder Bremen,Draw,2.0,2.0,2.0 - 2.0,Volkswagen Arena,28917,5400.0 + 360.0
German Bundesliga,2023-10-28T13:30Z,FC Augsburg,VfL Wolfsburg,FC Augsburg,3.0,2.0,3.0 - 2.0,WWK Arena,28000,5400.0 + 360.0
German Bundesliga,2023-10-21T13:30Z,VfL Wolfsburg,Bayer Leverkusen,Bayer Leverkusen,1.0,2.0,1.0 - 2.0,Volkswagen Arena,28917,5400.0 + 300.0
German Bundesliga,2023-10-07T13:30Z,VfB Stuttgart,VfL Wolfsburg,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,52000,5400.0 + 480.0
German Bundesliga,2023-09-30T13:30Z,VfL Wolfsburg,Eintracht Frankfurt,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,28323,5400.0 + 360.0
German Bundesliga,2023-09-23T13:30Z,Borussia Dortmund,VfL Wolfsburg,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-09-16T13:30Z,VfL Wolfsburg,1. FC Union Berlin,VfL Wolfsburg,2.0,1.0,2.0 - 1.0,Volkswagen Arena,21917,5400.0 + 480.0
German Bundesliga,2023-09-02T13:30Z,TSG Hoffenheim,VfL Wolfsburg,TSG Hoffenheim,3.0,1.0,3.0 - 1.0,PreZero Arena,17500,5400.0 + 540.0
German Bundesliga,2023-08-26T13:30Z,FC Cologne,VfL Wolfsburg,VfL Wolfsburg,1.0,2.0,1.0 - 2.0,RheinEnergieStadion,49500,5400.0 + 540.0
German Bundesliga,2023-08-19T13:30Z,VfL Wolfsburg,1. FC Heidenheim 1846,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,22620,5400.0 + 360.0
German Bundesliga,2024-05-04T13:30Z,Borussia Dortmund,FC Augsburg,Borussia Dortmund,5.0,1.0,5.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 180.0
German Bundesliga,2024-04-27T13:30Z,FC Augsburg,Werder Bremen,Werder Bremen,0.0,3.0,0.0 - 3.0,WWK Arena,30660,5400.0 + 360.0
German Bundesliga,2024-04-19T18:30Z,Eintracht Frankfurt,FC Augsburg,Eintracht Frankfurt,3.0,1.0,3.0 - 1.0,Deutsche Bank Park,57600,5400.0 + 420.0
German Bundesliga,2024-04-12T18:30Z,FC Augsburg,1. FC Union Berlin,FC Augsburg,2.0,0.0,2.0 - 0.0,WWK Arena,29731,5400.0 + 300.0
German Bundesliga,2024-04-07T13:30Z,TSG Hoffenheim,FC Augsburg,TSG Hoffenheim,3.0,1.0,3.0 - 1.0,PreZero Arena,28881,5400.0 + 240.0
German Bundesliga,2024-03-31T13:30Z,FC Augsburg,FC Cologne,Draw,1.0,1.0,1.0 - 1.0,WWK Arena,30660,5400.0 + 360.0
German Bundesliga,2024-03-16T14:30Z,VfL Wolfsburg,FC Augsburg,FC Augsburg,1.0,3.0,1.0 - 3.0,Volkswagen Arena,21735,5400.0 + 240.0
German Bundesliga,2024-03-09T14:30Z,FC Augsburg,1. FC Heidenheim 1846,FC Augsburg,1.0,0.0,1.0 - 0.0,WWK Arena,30660,5400.0 + 360.0
German Bundesliga,2024-03-02T14:30Z,SV Darmstadt 98,FC Augsburg,FC Augsburg,0.0,6.0,0.0 - 6.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 60.0
German Bundesliga,2024-02-25T18:30Z,FC Augsburg,SC Freiburg,FC Augsburg,2.0,1.0,2.0 - 1.0,WWK Arena,28894,5400.0 + 300.0
German Bundesliga,2024-02-17T14:30Z,Mainz,FC Augsburg,Mainz,1.0,0.0,1.0 - 0.0,MEWA ARENA,24800,5400.0 + 960.0
German Bundesliga,2024-02-10T14:30Z,FC Augsburg,RB Leipzig,Draw,2.0,2.0,2.0 - 2.0,WWK Arena,28510,5400.0 + 300.0
German Bundesliga,2024-02-03T14:30Z,VfL Bochum,FC Augsburg,Draw,1.0,1.0,1.0 - 1.0,Vonovia Ruhrstadion,24500,5400.0 + 420.0
German Bundesliga,2024-01-27T14:30Z,FC Augsburg,Bayern Munich,Bayern Munich,2.0,3.0,2.0 - 3.0,WWK Arena,30660,5400.0 + 540.0
German Bundesliga,2024-01-21T16:30Z,Borussia Monchengladbach,FC Augsburg,FC Augsburg,1.0,2.0,1.0 - 2.0,Borussia-Park,44867,5400.0 + 360.0
German Bundesliga,2024-01-13T14:30Z,FC Augsburg,Bayer Leverkusen,Bayer Leverkusen,0.0,1.0,0.0 - 1.0,WWK Arena,30055,5400.0 + 360.0
German Bundesliga,2023-12-20T19:30Z,VfB Stuttgart,FC Augsburg,VfB Stuttgart,3.0,0.0,3.0 - 0.0,MHPArena,53600,5400.0 + 240.0
German Bundesliga,2023-12-16T14:30Z,FC Augsburg,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,WWK Arena,30660,5400.0 + 420.0
German Bundesliga,2023-12-09T14:30Z,Werder Bremen,FC Augsburg,Werder Bremen,2.0,0.0,2.0 - 0.0,wohninvest WESERSTADION,41000,5400.0 + 300.0
German Bundesliga,2023-12-03T18:30Z,FC Augsburg,Eintracht Frankfurt,FC Augsburg,2.0,1.0,2.0 - 1.0,WWK Arena,26107,5400.0 + 420.0
German Bundesliga,2023-11-25T14:30Z,1. FC Union Berlin,FC Augsburg,Draw,1.0,1.0,1.0 - 1.0,An der alten Försterei,22012,5400.0 + 360.0
German Bundesliga,2023-11-11T14:30Z,FC Augsburg,TSG Hoffenheim,Draw,1.0,1.0,1.0 - 1.0,WWK Arena,28260,5400.0 + 540.0
German Bundesliga,2023-11-04T14:30Z,FC Cologne,FC Augsburg,Draw,1.0,1.0,1.0 - 1.0,RheinEnergieStadion,49300,5400.0 + 480.0
German Bundesliga,2023-10-28T13:30Z,FC Augsburg,VfL Wolfsburg,FC Augsburg,3.0,2.0,3.0 - 2.0,WWK Arena,28000,5400.0 + 360.0
German Bundesliga,2023-10-22T15:30Z,1. FC Heidenheim 1846,FC Augsburg,FC Augsburg,2.0,5.0,2.0 - 5.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-10-07T13:30Z,FC Augsburg,SV Darmstadt 98,SV Darmstadt 98,1.0,2.0,1.0 - 2.0,WWK Arena,29200,5400.0 + 540.0
German Bundesliga,2023-10-01T15:30Z,SC Freiburg,FC Augsburg,SC Freiburg,2.0,0.0,2.0 - 0.0,Europa-Park Stadion,33134,5400.0 + 360.0
German Bundesliga,2023-09-23T13:30Z,FC Augsburg,Mainz,FC Augsburg,2.0,1.0,2.0 - 1.0,WWK Arena,27310,5400.0 + 480.0
German Bundesliga,2023-09-16T13:30Z,RB Leipzig,FC Augsburg,RB Leipzig,3.0,0.0,3.0 - 0.0,Red Bull Arena,44746,5400.0 + 240.0
German Bundesliga,2023-09-02T13:30Z,FC Augsburg,VfL Bochum,Draw,2.0,2.0,2.0 - 2.0,WWK Arena,27424,5400.0 + 300.0
German Bundesliga,2023-08-27T15:30Z,Bayern Munich,FC Augsburg,Bayern Munich,3.0,1.0,3.0 - 1.0,Allianz Arena,75000,5400.0 + 300.0
German Bundesliga,2023-08-19T13:30Z,FC Augsburg,Borussia Monchengladbach,Draw,4.0,4.0,4.0 - 4.0,WWK Arena,30660,5400.0 + 480.0
German Bundesliga,2024-05-04T16:30Z,FC Cologne,SC Freiburg,Draw,0.0,0.0,0.0 - 0.0,RheinEnergieStadion,50000,5400.0 + 180.0
German Bundesliga,2024-04-27T13:30Z,SC Freiburg,VfL Wolfsburg,VfL Wolfsburg,1.0,2.0,1.0 - 2.0,Europa-Park Stadion,32800,5400.0 + 600.0
German Bundesliga,2024-04-21T17:30Z,SC Freiburg,Mainz,Draw,1.0,1.0,1.0 - 1.0,Europa-Park Stadion,34300,5400.0 + 240.0
